Date,Note from the news,Weight
03/09/2021,OVER 50ENNI IN RITARDO. In Italia 71% di immunizzati ma sono oltre tre milioni e mezzo gli over 50enni che non hanno ricevuto ilvaccino. Speranza: valutiamo scelte che possano portare a obbligo vaccinale.,-10
06/09/2021,"DECRETO GREEN PASS ALLA CAMERA. Approda alla Camera il decreto legge sull'emergenza Covid: oltre alla definizione dellemisure più urgenti, il testo prevede anche la proroga della validità da 9 a 12 mesi.",0
06/09/2021,CONFRONTO CON I SINDACATI. Il Governo è pronto a procedere con l'estensione massima dei criteri del green pass rivolto aidipendenti pubblici e poi alle aziende. Incontro tra imprese e sindacati.,0
07/09/2021,"GREEN PASS IN ESAME. Dopo gli scontri dei giorni passati, arriva il dietrofront. I partiti della maggioranza, compresa la Lega, ritiranogli emendamenti al decreto green pass in esame alla Camera.",0
08/09/2021,"GREEN PASS, TENSIONE IN AULA. Decreto green pass, resta alta la tensione alla Camera. In difformità con la maggioranza, la Legavota gli emendamenti con l’opposizione scatenando dure reazioni da parte di Pd e 5 Stelle.",0
09/09/2021,NUOVE REGOLE. Il Consiglio dei ministri vara il decreto che estende l’utilizzo del green pass al personale della scuola e a chi operanelle Rsa. Il premier Draghi annuncia ulteriori estensioni del certificato.,0
09/09/2021,"AIFA, VIA LIBERA ALLA TERZA DOSE. Precedendo il parere dell’’Ema, l’Agenzia italiana del farmaco concede il via libera alla terzadose di vaccini anti Covid per le fasce più fragili, immunodepressi e anziani.",10
10/09/2021,"COVID, IN CALO L’INDICE RT. Covid, ancora in calo l’indice Rt. L’Italia resta in zona bianca tranne la Sicilia. Diminuiscono le regionia rischio moderato. Il commissario Figliuolo: pronti per la terza dose.",10
10/09/2021,"GREEN PASS E NUOVE ESTENSIONI. Green pass, previsto obbligo a scuola anche per i genitori che faranno ingresso negli istituti. Iltimore dei presidi che avvertono per il rischio assembramenti.",0
12/09/2021,"GREEN PASS, MELONI ATTACCA. Il ministro Lamorgese conferma l’intenzione dell’esecutivo di estendere il green pass e richiama illeader della Lega alla coesione. FdI con Meloni attacca: sì alla campagna vaccinale, no a questo green pass.",0
14/09/2021, IL RICHIAMO DI DRAGHI. Le cose vanno fatte perché si devono fare. Il premier Draghi lancia un richiamo alla politica sullacampagna vaccinale per vincere le varianti. Atteso il decreto green pass con misure anche per aziende private.,0
15/09/2021,INCONTRO CON I SINDACATI. Incontro tra il premier Draghi e i sindacati sulle modalità di estensione del green pass a tutti i settorilavorativi. Obiettivo del Governo è rendere obbligatorio il certificato anche nel privato.,0
16/09/2021," GREEN PASS, VIA LIBERA DEL CDM. Il Consiglio dei ministri approva il decreto legge che dal 15 ottobre rende obbligatorio il greenpass nei luoghi di lavoro pubblici e privati. Previsti prezzi calmierati per i tamponi.",0
18/09/2021," VACCINI, EFFETTO GREEN PASS. Effetto dirompente della certificazione verde sulla campagna vaccinale. Dopo una fase di stallonuova impennata in numerose regioni italiane ma preoccupano gli oltre 3,4 milioni che mancano all'appello.",10
18/09/2021,IL DIBATTITO POLITICO. La questione green pass resta in primo piano nel dibattito politico. Letta plaude Draghi e critica confermezza Salvini e Meloni. Il centro destra accusa Pd e % Stelle di voler aumentare le tasse.,0
19/09/2021, CORSA AL VACCINO. Vaccinati tre quarti della popolazione. Le nuove regole sul green pass producono una accelerazione nellacampagna vaccinale - fino al 40% in più - come sottolineato dal commissario Figliuolo.,10
19/09/2021,"LETTA VS SALVINI. Mentre il ministro Giorgetti difende il green pass, il leader leghista Matteo Salvini conferma perplessitàsull'estensione del certificato ed Enrico Letta lo attacca: è di fatto all'opposizione.",0
20/09/2021," TERZA DOSE AL VIA. Al via in Italia le somministrazioni della terza dose del vaccino anti Covid. Primi a beneficiarne i soggetti arischio, complessivamente circa tre milioni, ma la platea delle categorie vaccinabili potrebbe essere estesa.",10
22/09/2021," MATTARELLA FIRMA IL DECRETO. Il testo finale del nuovo decreto Green pass firmato dal presidente Mattarella: blocco dellostipendio ma nessun provvedimento disciplinare per i lavoratori senza Green pass, pubblici o privati.",0
22/09/2021,COLLOQUIO DRAGHI-PUTIN. Sulla lotta alla pandemia sì ad una maggiore collaborazione internazionale. Colloquio telefonico tra ilpremier Draghi e il presidente Putin sul G20 di Roma di fine ottobre e sulla situazione in Afghanistan.,0
24/09/2021,PA. DAL 15/10 RIENTRO IN PRESENZA. Il premier Mario Draghi fIrma il Dpcm per il ritorno in presenza dei dipendenti della P.A. Ilministro Brunetta annuncia le trattative che garantiranno l'attesa regolazione dello smart working.,10
25/09/2021,"I NO GREEN PASS IN PIAZZA. Con cartelli e slogan 'no alla dittatura sanitaria' il popolo dei no green pass torna a manifestare innumerose piazze: migliaia di persone nella capitale, tensioni in piazza Fontana a Milano.",10
25/09/2021,"VACCINI, 45 MILIONI DI DOSI AI PAESI POVERI. L'Italia metterà a disposizione 45 milioni di dosi di vaccino per i Paesi che ne hannobisogno"". Lo annuncia il ministro Di Maio al termine della settimana a New York per l'assemblea generale dell'Onu.",10
26/09/2021,"CONTAGI IN DISCESA. Quasi il 20% in meno di casi positivi in una settimana: la curva dei contagi si presenta ancora in calo. Dopoover 80 e ospiti delle Rsa, sì del Cts alla terza dose per medici e infermieri.",10
28/09/2021,NADEF SUL TAVOLO DEL GOVERNO. Al Consiglio dei ministri attese le stime sui conti pubblici che decretano la ripresa dopo la crisiesplosa con la pandemia. La nota di aggiornamento al Documento di economia e finanza è in dirittura d’arrivo.,0
01/10/2021,PILLOLA ANTI COVID. La pillola anti Covid dimezza il rischio di ricoveri e decessi e sarebbe efficace contro le varianti. L'aziendafarmaceutica Merck sfida Pfizer e accelera per portare sul mercato la pillola per il trattamento del Covid 19.,10
06/10/2021,"MATTARELLA: VACCINI PER TUTTI. La battaglia non è vinta, vaccini anti Covid devono avere una giusta distribuzione ovunque. Adaffermarlo è il capo dello Stato Mattarella in occasione dell’incontro con il presidente della Repubblica armena.",10
07/10/2021,"RIAPERTURE, DECRETO APPROVATO. Il Consiglio dei ministri approva il decreto legge che aumenta le capienze nei luoghi di culturae sport e nelle discoteche. Le disposizioni sull’aumento dei nuovi limiti percentuali si applicano dal prossimo 11 ottobre.",10
09/10/2021,"NO GREEN PASS, ESCALATION DI TENSIONE. Da Roma a Milano, sabato di tensione per le manifestazioni in piazza dei no green pass. Nellacapitale ore di scontri, culminati nell'assalto alla sede nazionale della Cgil. Arresti e fermi. Dura condanna del mondo politico.",0
09/10/2021,"OVER 60, VIA LIBERA ALLA TERZA DOSE. Il ministero della Salute autorizza la terza dose per gli over 60. La somministrazione dovràcomunque sempre avvenire dopo almeno sei mesi dal completamento del ciclo primario di vaccinazione.",10
10/10/2021,"GREEN PASS E LAVORO. Passaporto vaccinale, prosegue il piano del Governo: il 15 ottobre scatterà l’obbligo di green pass pertutto il mondo del lavoro. Il nodo controlli preoccupa le aziende. In arrivo le linee guida per il settore privato.",10
11/10/2021,"GESTIONE ORDINE PUBBLICO, È POLEMICA. È polemica sulla presunta inadeguatezza dell’ordine pubblico in occasione deitafferugli durante la manifestazione no green pass. Critiche anche alla leader di Fratelli d’Italia Meloni che replica: obiettivo è eliminare noi, primo partito.",0
12/10/2021," OBBLIGO GREEN PASS, PORTUALI IN AGITAZIONE. Cresce la tensione in vista della data che vedrà l’entrata in vigore del green passobbligatorio sui luoghi di lavoro. Diffuso il Dpcm con ulteriori elementi pratici per il suo utilizzo: il Viminale concede tamponi gratis per il settore portuale",0
13/10/2021," TRIESTE, RISCHIO BLOCCO PORTUALE. Green pass e tamponi gratuiti restano al centro del dibattito nel governo e tra i partiti. Lerappresentanze dei lavoratori portuali di Trieste respingono l’eventualità loro concessa di usufruire dei tamponi gratuiti minacciando il blocco dello scalo",0
13/10/2021,"INDAGINI IN CORSO. Altri ventiquattro no green pass denunciati per gli scontri del 9 ottobre. L’accusa per tutti è resistenza apubblico ufficiale, violenza aggravata e manifestazione non autorizzata. Al vaglio degli inquirenti i movimenti di altri manifestanti.",0
14/10/2021," LINEA FERMA DEL GOVERNO. No a tamponi gratuiti. Green pass, mentre scatta la corsa in farmacia il Governo mantiene una lineaferma ma incontra i sindacati. Al vaglio dell’esecutivo eventuali facilitazioni per le aziende che pagano i test ai dipendenti.",0
15/10/2021, L'ESORDIO DEL GREEN PASS. Nel primo giorno del green pass obbligatorio sui luoghi di lavoro si moltiplicano presidi e proteste indiverse città ma l’Italia non si blocca. A Trieste lo sciopero dei portuali decreta mancate consegne e ritardi.,0
15/10/2021,"VIA LIBERA AL DECRETO FISCALE. Via libera del Cdm al decreto fiscale, provvedimento che preannuncia alcune misure prima della legge dibilancio. Previsti 5 mesi in più di tempo per pagare le cartelle esattoriali, estesa fino a dicembre la cassa integrazione con causale Covid.",0
16/10/2021,RICOVERI IN CALO. In Italia cala il numero dei ricoveri e delle terapie intensive. Oltre 87 milioni le somministrazioni di vaccinieffettuate. Da novembre gli Stati Uniti riaprono a viaggiatori immunizzati provenienti da Ue e Gran Bretagna.,10
17/10/2021,"LA CORSA DELLA CAMPAGNA VACCINALE. Il Governo punta all’immunizzazione del 90% della popolazione, obiettivo chepotrebbe far sì che la certificazione verde non sia più necessaria. Nelle ultime settimane forte impulso alla campagna vaccinale.",10
20/10/2021," CAMPAGNA VACCINALE, ITALIA VIRTUOSA. In Italia la campagna vaccinale si dimostra più veloce della media europea. Il premierDraghi esprime soddisfazione sui risultati raggiunti finora grazie al senso di responsabilità dei cittadini.",10
21/10/2021," CONSIGLIO UE A BRUXELLES. Consiglio europeo a Bruxelles, ultimo summit dell’era Merkel. Covid, commercio, prezzi energia etransizione digitale tra i principali temi in agenda. La cancelliera esce di scena con un invito al dialogo.",0
23/10/2021,"GREEN PASS, MANIFESTAZIONI A TRIESTE. Le manifestazioni contro il green pass nei luoghi di lavoro continueranno in tutta Italiafinchè il Governo non accoglierà le richieste. Lo annuncia a Trieste la delegazione del Coordinamento 15 ottobre.",10
24/10/2021," NO GREEN PASS IN PIAZZA. No green pass in piazza in numerose città italiane, a Milano migliaia di persone in corteo contro ilcertificato verde. Momenti di tensione nei pressi della sede Cgil. A Trieste i dimostranti incontrano il ministro Patuanelli.",10
24/10/2021,"COVID, QUADRO SOTTO CONTROLLO. L’indice di positività si attesta sotto l’1%. In Italia è stabile il numero dei casi di contagio daCovid. Per gli esperti il virus è sotto controllo ma lo scenario, secondo gli esperti, resta potenzialmente di rischio.",10
26/10/2021,"NO GREEN PASS, IL RICHIAMO DEL PRESIDENTE. Gli italiani hanno dimostrato serietà con l’adesione alla campagna divaccinazione. Nel corso della cerimonia al Quirinale con i nuovi cavalieri del lavoro, il presidente Mattarella ammonisce contro i rischi generati dalle proteste no green pass.",0
27/10/2021,"VACCINI, ITALIA SOPRA LA MEDIA EUROPEA. Il generale Figliuolo fa il punto sul ‘ritorno alla normalità’. L'Italia si posiziona oltre lamedia europea con una campagna vaccinale senza precedenti: in pochi mesi protetto oltre l'’86% della popolazione over 12.",10
28/10/2021,"CONTAGI IN RIALZO. Nell’ultima settimana la fotografia della situazione Covid rivela un numero di contagi e ricoveri in aumento,casi positivi in sensibile crescita, mentre si dimezza il numero delle prime vaccinazioni.",-10
30/10/2021,IL VIRUS CIRCOLA TRA I PIU’ GIOVANI. In una settimana contagi in sensibile aumento. Il virus circola soprattutto tra i più giovani: uncaso su quattro interessa under 20 con massima incidenza tra bambini sotto i dodici anni ancora non vaccinati.,-10
01/11/2021,"LA RISALITA DEI CONTAGI. Preoccupa la risalita dei contagi, il tasso di positività sfiora il 2%. Il sensibile aumento di casi a Triestenegli ultimi giorni riconducibile alle manifestazioni no green pass. Superata la soglia terapie intensive.",-10
02/11/2021," TERZA DOSE, SLITTA LA DECISIONE. Slitta la somministrazione della terza dose di vaccino già prevista per il personale sanitario, over60 e fragili, rinviata la decisione finale sull’ampliamento della platea.",0
04/11/2021, FIGLIUOLO: ACCELERARE LE TERZE DOSI. Il commissario all’emergenza Covid Figliuolo indica la via da seguire nelle prossimesettimane nella lotta al Covid. Accelerare la somministrazione delle terze dosi per contrastare ‘la pandemia dei non vaccinati’.,0
04/11/2021,"ALLARME DELL’OMS. Siamo nella quarta ondata, l’Europa è l’epicentro della pandemia. È l’allarme lanciato dagli scienziati di EMAe OMS. In Italia intanto aumentano i contagi e i ricoveri in terapia intensiva.",-10
05/11/2021," PFIZER ANNUNCIA PILLOLA ANTI COVID. Conclusa la sperimentazione, dopo il farmaco Merck anche Pfizer annuncia l’arrivo dellapillola anti Covid. Secondo l’azienda riduce dell’85% il rischio di ospedalizzazione",10
06/11/2021," TENSIONE IN PIAZZA. Tornano in piazza i no green pass. In migliaia a Trieste per manifestare contro l'obbligatorietà dellacertificazione verde. Corteo anche a Milano, per il 16esimo sabato consecutivo.",0
07/11/2021," SULLA LINEA DEL RIGORE. Prosegue il dibattito tra i partiti sulla questione della proroga dello stato di emergenza: green pass e terza dose divaccino, il Governo va avanti sulla linea del rigore dettata da Mario Draghi.",-10
07/11/2021,"COVID IN AUMENTO TRA GIOVANISSIMI. La diffusione del Covid genera preoccupazione in relazione al sensibile aumento di nuovicasi tra giovanissimi e di ricoveri in rianimazione. Entro Natale si punta a partire con la vaccinazione, dopo il via libera dell’EMA.",-10
08/11/2021, PILLOLA ANTI VIRALE PER LA QUARTA ONDATA. In Europa corsa contro il tempo per arginare la quarta ondata. L’AIFA chiede diaccelerare l’utilizzo della pillola anti Covid già autorizzata dall’agenzia britannica. Il processo già stato avviato dall’EMA.,0
10/11/2021,"MANIFESTAZIONI NO PASS, NUOVE REGOLE. Manifestazioni no pass, il Viminale mette a punto nuove regole. Piazza delle grandi città offlimits e mascherine obbligatorie i punti salienti della nuova stretta definita dal Governo.",-10
12/11/2021,LA RIPRESA DEL VIRUS. Covid in risalita. Continua ad aumentare l’incidenza settimanale a livello nazionale. I dati della Cabina diregia rilevano anche un aumento del tasso di occupazione delle terapie intensive e dell’area medica.,-10
13/11/2021,"NO GREEN PASS IN PIAZZA. Nonostante i nuovi divieti imposti per volontà del ministero dell’Interno, da Napoli a Milano a Torino,tornano in piazza i movimenti no green pass. La città di Milano paralizzata dai cortei.",-10
15/11/2021,CONTAGI IN AUMENTO. l numero dei contagi cresce in tutta Italia. Il Friuli Venezia Giulia a un passo dalla zona gialla. Aumentano ipositivi anche tra gli infermieri: Il Governo pensa di ridurre la validità del green pass per spingere sulla terza dose del vaccino.,-10
16/11/2021,"L’APPELLO DI SPERANZA. “Non dobbiamo abbassare l’attenzione”, è l’appello del ministro della Salute Speranza che chiede diadeguare le misure in base all’evoluzione della curva. Pubblicata l’ordinanza con la nuova stretta dei trasporti.",-10
17/11/2021,DIBATTITO TRA PARTITI. Manovra e possibili restrizioni anti Covid restano al centro del dibattito tra i partiti. Sì dall’aula della cameraalla fiducia sul decreto green pass e sicurezza sui luoghi di lavoro. M5S invita alla cautela.,-10
19/11/2021,"IL GOVERNO ACCELERA. Il Governo lavora a un nuovo decreto per cambiare la normativa sul green pass. Si ragiona su una supercertificazione verde con divieti ai no vax, i governatori chiedono un incontro al premier Draghi.",0
20/11/2021,"IL SUPER GREEN PASS. Per scongiurare chiusure nel periodo natalizio il Governo avanza sul super green pass a partire da dicembree che riguarderà chi ha completato il ciclo vaccinale. Servirà a tutelare i vaccinati, dice il ministro Brunetta.",10
20/11/2021,LA CURVA DEI CONTAGI. In Italia curva dei contagi ancora in crescita. Aumenta il numero di ricoveri in ospedale mentre sonostabili le terapie intensive. L’ISS avverte: la percentuale di decessi tra non vaccinati è nove volte superiore.,-10
21/11/2021,LE RICHIESTE DELLE REGIONI. Aumenta il pressing di regioni e scienziati sul Governo per velocizzare sul green pass rafforzato econtenere l’aumento dei contagi. Il tasso di positività resta al 2%. Fedriga chiede misure il prima possibile.,0
23/11/2021,"GREEN PASS, GOVERNO PREPARA LE NUOVE REGOLE. Il Governo accelera e il Consiglio dei ministri si appresta a dare l’ok allestrette per i no vax. “Siamo ancora in piena lotta al Covid”, dice il ministro della Salute Speranza..",-10
23/11/2021,VIA LIBERA ALLA TERZA DOSE DOPO 5 MESI. Sono oltre diecimila i nuovi contagi da Coronavirus in Italia secondo il bollettino dellaProtezione civile e del ministero della Salute. Via libera alla terza dose di vaccino dopo 5 mesi dal completamento del primo ciclo,-10
24/11/2021,"DAL 6 DICEMBRE IL SUPER GREEN PASS. Decreto super green pass, il nuovo certificato verde entrerà in vigore dal 6 dicembre e saràrilasciato solo ai vaccinati e ai guariti dal Covid. I tamponi restano validi per luoghi lavoro e per i trasporti a lunga percorrenza.",-10
25/11/2021,"EMA, OK AL VACCINO PER BAMBINI. L’EMA concede il via libera al vaccino rivolto ai bambini nella fascia d’età tra i 5 e gli 11 anni.Prima della somministrazione effettiva è atteso l'ok di AIFA, l'agenzia italiana.",0
26/11/2021,ALLARME OMICRON. L’Italia prova ad arginare la nuova variante Omicron scoperta in Sudafrica. Il ministro della Salute Speranzafirma una nuova ordinanza che vieta l’ingresso a coloro che negli ultimi 14 giorni abbiano soggiornato in sette stati africani.,-10
28/11/2021,"OMICRON, IL PAZIENTE ITALIANO STA BENE. Il primo paziente contagiato dalla variante Omicron sta bene, grazie al vaccino. Disposti dalleautorità sanitarie tutti i i test per tracciare i passeggeri che si trovavano sul volo di rientro dall’Africa.",-10
28/11/2021,PANDEMIA E CONFRONTO POLITICO. A Firenze numerosi esponenti di Governo presenti alla “Festa dell’ottimismo” promossa dalquotidiano Il Foglio. Tra i temi del dibattito gli scenari ed effetti della pandemia.,0
29/11/2021,LA VARIANTE OMICRON. Si ridimensiona l’allarme sulla variante Omicron. Trentatre i casi segnalati da otto Paesi dell’Unione europea. Si trattadi persone che hanno viaggiato in Stati africani. I contagiati presentavano lievi sintomi.,10
01/12/2021,"OMICRON AVANZA. Superati i 15mila casi di contagio. Variante Omicron, la presidente della commissione Ue annuncia la . Superati i 15mila casi di contagio. Variante Omicron, la presidente della commissione Ue annuncia la possibilità di obbligo vaccinale. L'AIFA dice sì al vaccino per la fascia 5possibilità di obbligo vaccinale. L'AIFA dice sì al vaccino per la fascia 5--11 anni.11 anni.",-10
02/12/2021,BERLINO ELOGIA L' ITALIA. La cancelliera Angela Merkel lancia l’allarme Covid in Germania ed esalta le strategie della gestione . La cancelliera Angela Merkel lancia l’allarme Covid in Germania ed esalta le strategie della gestione della pandemia intraprese dal Governo italiano.della pandemia intraprese dal Governo italiano.,0
02/12/2021,"TORNA ATREJU.Dopo un anno di pausa a causa dell’emergenza covid, torna Dopo un anno di pausa a causa dell’emergenza covid, torna AtrejuAtreju, la, lafesta di Fratelli d’Italia giunta alla 23esima festa di Fratelli d’Italia giunta alla 23esima edizione. Il partito di Giorgia Meloni festeggia in piazza a Roma",0
03/12/2021,"MEDICI NO VAX, CONTROLLI NAS. Mentre sale l'incidenza del contagio, proseguono controlli su tutto il territorio nazionale per scoprire . Mentre sale l'incidenza del contagio, proseguono controlli su tutto il territorio nazionale per scoprire camici bianchi al lavoro anche se sprovvisti delle certificazioni obbligatorie.camici bianchi al lavoro anche se sprovvisti delle certificazioni obbligatorie.",-10
03/12/2021,"RAPPORTO CENSIS. Per il 5,9% degli italiani il Covid non esiste, per il 10,9% il vaccino è inutile. Nel tessuto sociale cresce . Per il 5,9% degli italiani il Covid non esiste, per il 10,9% il vaccino è inutile. Nel tessuto sociale cresce l'onda di irrazionalità. È quanto emerge dall'ultimo rapporto Censis sulla fotografia del Paese.l'onda di irrazionalità. È quanto emerge dall'ultimo rapporto Censis sulla fotografia del Paese.",-10
04/12/2021,"OMICRON COLPISCE I GIOVANI. Da un mese e mezzo la curva epidemiologica in crescita costante, la fascia più colpita è . Da un mese e mezzo la curva epidemiologica in crescita costante, la fascia più colpita è rappresentata dai giovani sotto i 20 anni. Il rappresentata dai giovani sotto i 20 anni. Il CtsCts: quarta dose possibilità concreta.: quarta dose possibilità concreta.",-10
06/12/2021,"AL VIA IL SUPER GREEN PASS. Da oggi scatta il super Green Pass, sarà in vigore fino al 15 gennaio. Misure restrittive al cinema, . Da oggi scatta il super Green Pass, sarà in vigore fino al 15 gennaio. Misure restrittive al cinema, teatro, stadio e discoteca: in tutte le zone di rischio accesso solo con certificato rafforzato. Debutto anche bus e metro.teatro, stadio e discoteca: in tutte le zone di rischio accesso solo con certificato rafforzato. Debutto anche bus e metro.",-10
09/12/2021,"EMA RASSICURA. L’Agenzia europea per i medicinali, conferma che i vaccini Pfizer rivolti ai bambini tra i 5 e gli 11 anni sono . L’Agenzia europea per i medicinali, conferma che i vaccini Pfizer rivolti ai bambini tra i 5 e gli 11 anni sono “rassicuranti”. L’agenzia riferisce come attualmente i casi registrati da variante Omicron siano per lo più lievi.“rassicuranti”. L’agenzia riferisce come attualmente i casi registrati da variante Omicron siano per lo più lievi.",0
10/12/2021,PFIZER IN ARRIVO. In Italia cresce l’incidenza dei casi da contagio Covid: aumentano ricoveri e terapie intensive. Nelle prossime settimane . In Italia cresce l’incidenza dei casi da contagio Covid: aumentano ricoveri e terapie intensive. Nelle prossime settimane arriveranno altri due milioni di dosi di vaccini Pfizer.arriveranno altri due milioni di dosi di vaccini Pfizer.,-10
10/12/2021,LE PAROLE DI MATTARELLA. “Senza l’opera della comunità scientifica il mondo sarebbe in ginocchio di fronte a questa . “Senza l’opera della comunità scientifica il mondo sarebbe in ginocchio di fronte a questa pandemia”. Il presidente Mattarella ricorda l’importanza della scienza per la crescita futura.pandemia”. Il presidente Mattarella ricorda l’importanza della scienza per la crescita futura.,-10
11/12/2021,DOPO 5 MESI PROTEZIONE RIDOTTA. A cinque mesi dal completamento del vaccino l'efficacia cala del 39%. Lo annuncia l'Istituto . A cinque mesi dal completamento del vaccino l'efficacia cala del 39%. Lo annuncia l'Istituto superiore di sanità. Per chi non è vaccinato il rischio di contrarre il virus è maggiore di sedici volte.superiore di sanità. Per chi non è vaccinato il rischio di contrarre il virus è maggiore di sedici volte.,-10
12/12/2021,LA CAMPAGNA VACCINALE ACCELERA. Gli ultimi dati registrano un costante aumento del numero dei contagi ma la campagna . Gli ultimi dati registrano un costante aumento del numero dei contagi ma la campagna vaccinale accelera con oltre cinquecentomila vaccinazioni giornaliere.vaccinale accelera con oltre cinquecentomila vaccinazioni giornaliere.,10
13/12/2021,"PROROGA STATO DI EMERGENZA. Attesa per la decisione del Governo per la proroga dello stato di emergenza fino al 31 marzo. . Attesa per la decisione del Governo per la proroga dello stato di emergenza fino al 31 marzo. Aumentano le vittime, l'andamento della pandemia preoccupa l'esecutivo.Aumentano le vittime, l'andamento della pandemia preoccupa l'esecutivo.",-10
15/12/2021,"DRAGHI DIFENDE LE SCELTE DEL GOVERNO. “Serve ancora la massima cautela"". Il premier Draghi si presenta alla Camera in vista . “Serve ancora la massima cautela"". Il premier Draghi si presenta alla Camera in vista del Consiglio europeo e difende la scelta di prorogare lo stato di emergenza. del Consiglio europeo e difende la scelta di prorogare lo stato di emergenza.",-10
15/12/2021,"RESTRIZIONI VIAGGI, UE CHIEDE SPIEGAZIONI. La Commissione Ue chiede chiarimento all’Italia sulle nuove norme alle frontiere. È . La Commissione Ue chiede chiarimento all’Italia sulle nuove norme alle frontiere. È scontro tra Roma e Bruxelles sulle restrizioni ai viaggi dall’estero imposte dal Governo italiano.scontro tra Roma e Bruxelles sulle restrizioni ai viaggi dall’estero imposte dal Governo italiano.",-10
15/12/2021,VACCINI AI PIÙ PICCOLI. Il presidente del Consiglio superiore di sanità Locatelli incoraggia i genitori a immunizzare i figli di età . Il presidente del Consiglio superiore di sanità Locatelli incoraggia i genitori a immunizzare i figli di età compresa tra i 5 e gli 11 anni. La campagna vaccinale al via in tutta Italia.compresa tra i 5 e gli 11 anni. La campagna vaccinale al via in tutta Italia.,0
16/12/2021,IL COVID NON SI FERMA. La situazione negli ospedali si fa sempre più difficile: nell'ultima settimana sensibile aumento di nuovi casi . La situazione negli ospedali si fa sempre più difficile: nell'ultima settimana sensibile aumento di nuovi casi e decessi. Al via da oggi la campagna vaccinale dei bambini nella fascia 5e decessi. Al via da oggi la campagna vaccinale dei bambini nella fascia 5--11 anni.11 anni.,-10
17/12/2021,"FASCIA GIALLA PER SEI REGIONI. Si allunga la lista delle regioni in zona gialla. Liguria, Veneto, Marche e provincia di Trento . Si allunga la lista delle regioni in zona gialla. Liguria, Veneto, Marche e provincia di Trento affiancheranno Calabria, Friuli Venezia Giulia e Bolzano. Sono sei le regioni che passeranno il Natale in fascia gialla.affiancheranno Calabria, Friuli Venezia Giulia e Bolzano. Sono sei le regioni che passeranno il Natale in fascia gialla.",-10
17/12/2021,DRAGHI RIBADISCE LA LINEA. Nessun conflitto con l’Europa. Soddisfazione del premier Draghi dopo il vertice europeo nel corso del . Nessun conflitto con l’Europa. Soddisfazione del premier Draghi dopo il vertice europeo nel corso del quale è ribadita la stretta sugli ingressi in Italia per fronteggiare la variante Omicron.quale è ribadita la stretta sugli ingressi in Italia per fronteggiare la variante Omicron.,-10
18/12/2021,"VERSO NUOVA STRETTA. Il Governo prepara una nuova stretta in vista delle vacanze di Natale. Tra le ipotesi per contenere . Il Governo prepara una nuova stretta in vista delle vacanze di Natale. Tra le ipotesi per contenere Omicron, l’obbligo di vaccinazione per alcune categorie che lavorano a contatto con il pubblico.Omicron, l’obbligo di vaccinazione per alcune categorie che lavorano a contatto con il pubblico.",-10
19/12/2021,FERMARE OMICRON.È corsa contro il tempo per arrestare la veloce diffusione della variante Omicron del CovidÈ corsa contro il tempo per arrestare la veloce diffusione della variante Omicron del Covid--19. Il presidente 19. Il presidente del Consiglio Draghi convoca una cabina di regia per il 23 dicembre.del Consiglio Draghi convoca una cabina di regia per il 23 dicembre.,-10
19/12/2021,"LE STRATEGIE DEL GOVERNO. La manovra va approvata in modo rapido. A chiederlo è il segretario del Pd Letta che in linea che in . La manovra va approvata in modo rapido. A chiederlo è il segretario del Pd Letta che in linea che in linea con i 5 Stelle sulla strategia Covid, condivide la linea dura per scongiurare il lockdown.linea con i 5 Stelle sulla strategia Covid, condivide la linea dura per scongiurare il lockdown.",-10
20/12/2021,"EMA: OK A NOVAVAX. Poco più di sedicimila nuovi casi in Italia, il tasso di positività balza al 5%. Dall’agenzia europea del . Poco più di sedicimila nuovi casi in Italia, il tasso di positività balza al 5%. Dall’agenzia europea del farmaco via libera al quinto vaccino anti Covid, il farmaco via libera al quinto vaccino anti Covid, il bidosebidoseprodotto dalla Novavax.prodotto dalla Novavax.",10
21/12/2021,"TEST AI VACCINATI, È SCONTRO. Sale la tensione nella maggioranza sull’ipotesi dell’obbligo del tampone anche per vaccinati e . Sale la tensione nella maggioranza sull’ipotesi dell’obbligo del tampone anche per vaccinati e guariti per partecipare a feste, teatri, musei, discoteche, stadi e grandi eventi.guariti per partecipare a feste, teatri, musei, discoteche, stadi e grandi eventi.",-10
21/12/2021,"NUOVO PICCO DI CONTAGI. Il Covid non frena la sua corsa, aumentano contagi e decessi ma anche la pressione ospedaliera, . Il Covid non frena la sua corsa, aumentano contagi e decessi ma anche la pressione ospedaliera, con un nuovo record di terapie intensive. Esclusa la prospettiva di lockdown.con un nuovo record di terapie intensive. Esclusa la prospettiva di lockdown.",-10
21/12/2021,"CRESCONO I TIMORI DELL'EUROPA.L'Europa resta in allerta, si teme una nuova tempesta causata da Omicron ma l'Oms invoca L'Europa resta in allerta, si teme una nuova tempesta causata da Omicron ma l'Oms invoca una accelerazione dei richiami vaccinali. Situazione resta critica in Gran Bretagna.una accelerazione dei richiami vaccinali. Situazione resta critica in Gran Bretagna.",-10
